ADID	Name	Description	GLT_tag	GLT_Desc	Ent DR	EL Act	EL Obj	EL IO	EL Product	EL Process	Int 1 EL	Int 1 Type	Int 2 EL	Int 2 Type	CR1 Subj	CR1 Act	CR1 Obj	FR1 Subj	FR1 Act	FR1 Obj	FR1	WG1	WG1 Terminal Case	CR2	FR2	WG2	WG2 Terminal Case	Dept	Dept PL	Cust EL	Cust Product	Cust Type	Cust Temporal	CC EL	CC Product	CC Type	CC Relation	CC Relation Type	CC Temporal	CofC CR1	CofC FR1	CofC WG1	CofC CR2	CofC FR2	CofC WG2	CofC Terminal Case	CofC Dept	CofC El	CofC Product	CofC Type
3437	Hospital Design - PL	These companies design hospitals.	3B5	Design Related Services		2.1.2	A4ii	(C3iii)	AP	In-house											  	2.1.2 A4ii (C3iii)	Subject		A4ii 1.3.2 DivA	2.3.2 F	Product	2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3481	Disposable Veterinary Tips - PL	These companies manufacture consumable single use laser tips for veterinary laser systems.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.2	E4iii	B4ii 2.2.2 E4iii	2.3.2 B4ii	Product					2.3.2 B4ii	Main	2.3.2 B4ii	AP	Businesses	First									2.3.2 B4ii		B4ii 2.2.2 F	(B4ii) 2.2.2 F	Product	(B4ii) 2.2.2 F	1.3.2 F	RP	Consumers
3480	Disposable Dental and Surgical Laser Tips - PL	These companies manufacture consumable single use laser tips for dental laser systems.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B3ii	B4ii	2.2.2	E4iii	B4ii 2.2.2 E4iii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3544	Generator emissions scrubbers - BG	These companies produce equipment that reduces the amount of harmful gases released by generators	2A1	Equipment manufacturers		2.2.2	B3iii		RP	Outsourced	2.2.2 B4ii	With Inventory			B3ii	2.2.3	E1i	B4ii	2.2.2	E4iii	B4ii 2.2.2 E4iii	2.2.2 E4iii	Subject		E4iii 2.2.2 DivA	DivA	DivM	DivA	Main	DivA	Div	Businesses	First																	
3545	Control System Components for Wind Turbines - BG	These companies manufacture control system components to be incorporated into wind turbines. 	2A1	Equipment manufacturers		2.2.2	B3iii		RP	In-house	2.2.2 B4ii	With inventory			B3iii	1.2.1	B4ii	B4ii	2.2.2	E4iii	B4ii 2.2.2 E4iii	2.2.2 E4iii	Product					2.2.2 E4iii	Main	2.2.2 E4iii	RP	Businesses	First								E4iii 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3546	Var Compensators - PL	These companies manufacture var compensators that are used in power grids to control the network voltage. 	2A1	Equipment manufacturers		2.2.2	B3iii		RP	In-house					B3iii	1.2.1	E4ii	B4iii	1.2.2	E4iii	B4iii 1.2.2 E4iii	(B4iii) 1.2.2 E4iii	Product					(B4iii) 1.2.2 E4iii	Main	(B4iii) 3.1.2 E4iii	RP	Businesses	First								E4iii 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3547	Implantable Pump System for Blood, Outsourced	These companies produce implantable blood pumps for patients with heart conditions. These pumps are implanted in surgery.	2A1	Equipment manufacturers		2.2.2	B3iii		RP	Outsourced	2.3.2 F	With Inventory	3.3.2 D3ii	Payer	B3iii	1.2.2	B2iii	F	DivA	DivA	F DivA DivA	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3540	Propulsion Systems for Rockets for Commercial Uses - BG	These companies produce propulsion systems for rockets on contract basis with OEMs for use in commercial industries.	2B3	Contract Equipment Manufacturing		2.2.2	B3iii		AP	In-house					B3iii	2.2.2	E4iii				  	2.2.2 B4ii	Product					2.2.2 B4ii	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii 1.2.2 DivA	(B4ii) 1.2.2 DivA	Product	(B4ii) 1.2.2 DivA	(B4ii) 1.2.2 DivA	AP	Businesses
3541	Control Systems for Rockets and Missiles (OEM) - BG	These companies produce control systems for rockets and misses on contract basis with OEMs for government end uses in defense.	2B3	Contract Equipment Manufacturing		2.2.2	B3iii		AP	In-house					B3iii	1.2.1	B4ii				  	2.2.2 B4ii	Product					2.2.2 B4ii	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii 2.2.2 E4iii	1.3.1 DivA	Product	1.3.1 DivA	4.2.2 F	AP	Governments
3542	Fireplaces sale and installation through repair contractors - PL	These companies sell and install fireplaces on behalf of repair contractors	2A2	Equipment Distributer		3.1.2	B3iii		RP	In-house	2.3.2 A4ii	With Inventory			B3iii	2.2.2	E4iii	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3543	Garage Door sale and installation through repair contractors - PL	These companies sell and install garage doors on behalf of repair contractors	2A2	Equipment Distributer		3.1.2	B3iii		RP	In-house	2.3.2 A4ii	With Inventory			B3iii	1.2.1	B4ii	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3548	Application Performance Analytics Hardware for Telecoms, Direct Sales - BG	These companies produce hardware used to carry out network traffic analysis. They sell this hardware directly to telecommunications firms.	2A1	Equipment manufacturers		2.2.2	B3iii		RP	In-house					B3iii	2.2.2	C2ii	B4iii	1.2.2	CdivA	B4iii 1.2.2 CdivA	(B4iii) 1.2.2 CdivA	Product					(B4iii) 1.2.2 CdivA	Main	(B4iii) 1.2.2 CdivA	AP	Businesses	First									(B4iii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3549	Application Performance Analytics Hardware for Telecoms sold through Distributors - PL	These companies produce hardware used to carry out network traffic analysis. They sell this hardware to telecommunications firms through equipment retailers.	2A1	Equipment manufacturers		2.2.2	B3iii		RP	In-house	3.1.2 BdivA	With Inventory			B3iii	2.2.2	C2ii	B4iii	1.2.2	CdivA	B4iii 1.2.2 CdivA	(B4iii) 1.2.2 CdivA	Product					(B4iii) 1.2.2 CdivA	Main	(B4iii) 1.2.2 CdivA	AP	Businesses	First									(B4iii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3759	Office Lessor for Furniture Producers - PL	These companies lease office space to furniture production companies.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.2.2 B4i	RP	Businesses	First								B4i 1.3.2 F	DivA 					DivA	1.3.2 F	RP	Consumers
3758	Office Lessor for Building Material Producers - PL	These companies lease office space to building material producer companies.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.2.2 B2divA	RP	Businesses	First							B2divA 1.3.2 A4ii	A4ii 1.3.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3618	Cranes for Integrated Drilling Operations - PL	These companies manufacture cranes and other powered equipment-transport equipment used in integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	1.2.2	BdivS	B4ii 1.2.2 BdivS	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii 	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3750	Warehouse Lessor for Furniture Producers - PL	These companies lease warehouses to furniture producers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 B4i	RP	Businesses	First								B4i 1.3.2 F	DivA					DivA	1.3.2 F	RP	Consumers
3760	Office Lessor for Aerospace Manufacturers - PL	These companies lease office space to aerospace manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii DivA DivA	1.3.1 DivA	Product	1.3.1 DivA	4.2.2 F	AP	Governments
3488	Flooring for Educational Facilities (sold to contractors) - PL	These companies make and sell flooring  to construction contractors that is installed in schools, universities, and other educational facilities.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	2.2.2 A4ii	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	2.1.2 F (C3iii)	AP	Businesses	First									2.1.2 F (C3iii)					2.1.2 F (C3iii)	1.3.2 F	RP	Consumers
3762	Office Lessor for Government Customers - PL	These companies lease office space to government customers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Auxiliary	4.2.2 F	AP	Governments	First									4.2.2 F					4.2.2 F	1.3.2 F	RP	Consumers
3763	Office Lessor for Financial Institutions - PL	These companies lease office space to Financial Institutions.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					0	0	DivS DdivA	Div	Businesses	First																	
3764	Lessor of Light Manufacturing Buildings to Diversified Business Customers - BG	These companies lease light manufacturing buildings to diversified businesses.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	B4ii	A4ii 1.3.2 B4ii	2.2.2 DivA	Product					2.2.2 DivA	Main	2.2.2 DivA	Div	Businesses	First																	
3765	Warehouse Lessor for Automotive Industry - BG	These companies lease warehouses to the automotive industry.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 1.2.2 F	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3766	Warehouse Lessor for Diversified Businesses	These companies lease warehouses for diversified businesses.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3767	Senior Home Living Operations; Government Insurance - BG	These companies own and operate assisted and independent senior living facilities. These companies provide long-term apartment rental, housing amenities, and access to on-site nursing facilities, paid for by government-sponsored health insurance.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house	4.2.2 F	Payer						A4ii	1.3.2	F	A4ii 1.3.2 F	2.2.3 F	Product					2.2.3 F	Main	1.3.2 F	RP	Consumers	First																	
3768	Senior Home Living Operations; Private Insurance - PL	These companies own and operate assisted and independent senior living facilities. These companies provide long-term apartment rental, housing amenities, and access to on-site nursing facilities, paid for by private health insurance.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house	3.3.2 D3ii	Payer						A4ii	1.3.2	F	A4ii 1.3.2 F	2.2.3 F	Product					2.2.3 F	Main	1.3.2 F	RP	Consumers	First																	
3769	Nursing Home Operators; Private Insurance - BG	These companies operate nursing and assisted living facilities to consumers paid for by private health insurance. These companies provide both long-term room rental and medical services.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house	3.3.2 D3ii	Payer						A4ii	1.3.2	F	A4ii 1.3.2 F	2.3.2 F	Product					2.3.2 F	Main	1.3.2 F	RP	Consumers	First																	
3483	Flooring for Hospitals (sold through distributors) - PL	These companies make flooring that is sold that is sold through distributors and later installed in hospitals.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	3.1.2 BdivA	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3482	Endosheath Technology - BG	These companies produce endosheaths that are used in conjunction with endoscopes.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B4ii	B4ii	2.2.2	C2ii	B4ii 2.2.2 C2ii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3485	Flooring for Retail Spaces (sold through distributors) - PL	These companies make flooring that is sold through distributors and later installed in retail spaces.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	3.1.2 BdivA	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First																	
3484	Flooring for Hospitals (sold to contractors) - PL	These companies make and sell flooring  to construction contractors that is installed in hospitals.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	2.2.2 A4ii	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3487	Flooring for Retail Spaces (sold through distributors and contractors) - PL	These companies make flooring that is sold through distributors and later installed in retail spaces.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	3.1.2 BdivA	With Inventory	2.2.2 A4ii	With Inventory	B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First																	
3486	Flooring for Retail Spaces (sold to contractors) - PL	These companies make and sell flooring  to construction contractors that is installed in retail spaces.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	2.2.2 A4ii	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First																	
3649	Tanks for Crude Oil and Natural Gas Drilling Operations - PL	These companies manufacture tanks used in crude oil and natural gas extraction operations. 	2A1	Equipment manufacturers		2.2.2	B3ii		RP	In-house					B3ii	1.3.2	E1ii	B4ii	2.2.2	E1ii	B4ii 2.2.2 E1ii	2.2.2 E1ii	DivM					2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3648	Tanks for Integrated Drilling Operations - PL	These companies manufacture tanks use in integrated oil extraction operations. 	2A1	Equipment manufacturers		2.2.2	B3ii		RP	In-house					B3ii	1.3.2	EdivS	B4ii	2.2.2	EdivS	B4ii 2.2.2 EdivS	2.2.2 E1ii	ItP (2)	E1ii 1.3.2 E4ii		2.2.2 E4ii	Product	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First							E1ii 1.3.2 E4ii	E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3647	Pumps for Crude Oil and Natural Gas Drilling Operations Infrastructure - PL	These companies manufacture pumps that are incorporated into the infrastructure of drilling sites for crude oil and natural gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B3ii		RP	In-house					B3ii	1.2.2	B2iii	B4ii	2.2.2	A2ii	B4ii 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3646	Pumps for Integrated Drilling Operations Infrastructure - PL	These companies manufacture pumps that are incorporated into the infrastructure of drilling sites for integrated drilling operations. 	2A1	Equipment manufacturers		2.2.2	B3ii		RP	In-house					B3ii	1.2.2	B2iii	B4ii	2.2.2	A2ii	B4ii 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii 	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3645	Diversified Well Stimulation Equipment for Diversified Drilling Operations - BG	These companies manufacture diversified equipment used in well stimulation by diversified oil and gas producers. 	2A1	Equipment manufacturers		2.2.2	B2divS		RP	In-house					B2divS	DivS	DivS	B4ii	2.2.3	A4ii	B4ii 2.2.3 A4ii	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 EdivS	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3644	Joints Used in Well Stimulation for Crude Oil and Natural Gas Operations - PL	Manufacture of joints used in well stimulation by crude oil and natural gas operations. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	B4ii	2.2.3	A4ii	B4ii 2.2.3 A4ii	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3643	Joints Used in Well Stimulation for Integrated Oil Operations - PL	Manufacture of joints used in well stimulation by integrated oil producers.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	B4ii	2.2.3	A4ii	B4ii 2.2.3 A4ii	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3642	Valves Used in Well Stimulation for Crude Oil and Natural Gas Operations - PL	Manufacture of valves used in well stimulation by crude oil and natural gas producers. 	2A1	Equipment manufacturers		2.2.2	B2iii		RP	In-house					B2iii	1.2.1	E1ii	B4ii	2.2.3	A4ii	B4ii 2.2.3 A4ii	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3641	Valves Used in Well Stimulation for Integrated Oil Operations - PL	Manufacture of valves used in well stimulation by integrated oil producers. 	2A1	Equipment manufacturers		2.2.2	B2iii		RP	In-house					B2iii	1.2.1	EdivS	B4ii	2.2.3	A4ii	B4ii 2.2.3 A4ii	2.2.3 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3640	Components of Valves for Crude Oil and Natural Gas Drilling Operations - PL	These companies manufacture components of valves and manifolds used in the production of crude oil and natural gas.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	B4ii	2.2.2	E1ii	B4ii 2.2.2 E1ii	2.2.2 E1ii	DivM					2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3812	Application Performance Analytics Software for Telecoms, Direct Sales - BG	These companies produce software used to perform analysis on network traffic. They sell this software directly to telecommunications firms.	3A3	Information Products meant to command		3.3.2	C4iii		RP	In-house								C4ii	2.2.2	C2iii	C4ii 2.2.2 C2iii	2.3.1 C4iii (C2iii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	(B4iii) 1.2.2 CdivA	AP	Businesses	First									(B4iii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3813	Application Performance Analytics Software for Telecoms, sold through Distributors - PL	These companies produce software used to perform analysis on network traffic. They sell this software to telecommunications firms through equipment distributors.	3A3	Information Products meant to command		3.3.2	C4iii		RP	In-house	3.1.2 C4iii (C4ii)	Agent						C4ii	2.2.2	C2iii	C4ii 2.2.2 C2iii	2.3.1 C4iii (C2iii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	(B4iii) 1.2.2 CdivA	AP	Businesses	First									(B4iii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3810	Wind Turbine Licensing - BG	These companies license patents for the manufacturing of wind turbines. 	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	B4ii	C4ii 2.1.2 B4ii	2.2.2 B4ii	Product					2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 2.2.2 E4iii	2.2.2 E4iii					2.2.2 E4iii	2.2.2 E4iii	RP	Businesses
3811	Professional Patent Trolls 	These companies lease their patents, which can encompass a wide variety of technologies. Sometimes, these licensing agreements are met as a result of IP infringement litigation. 	3A3	Information Products meant to command		3.3.2	C4ii		RP	In-house								C4ii	2.1.2	DivA	C4ii 2.1.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3816	Application Performance Analytics Software for Businesses, sold through Distributors - PL	These companies produce software used to perform analysis on network traffic. They sell this software to enterprises through equipment distributors.	3A3	Information Products meant to command		3.3.2	C4iii		RP	In-house	3.1.2 C4iii (C4ii)	Agent						C4ii	2.2.2	C2iii	C4ii 2.2.2 C2iii	2.3.1 C4iii (C2iii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	DivA	Div	Businesses	First																	
3817	Government-Sponsored Homeowners Insurance - PL	These companies provide insurance packages provided by the government as part of larger homeowners packages. For example, they might sell government-sponsored flood insurance as part of a broader insurance package.	4B1	Financial Brokers		3.3.2	D3ii		AP	In-house	1.1.2 D4iii (C4ii)	Agent	4.2.2 F	Payer	D3ii	4.1.2	A4ii	D4iii	1.1.2	DivA	D4iii 1.1.2 DivA	2.3.2 A4ii	Subject		A4ii 1.3.2 F	DivA	DivM	DivA	Main	1.3.2 F	RP	Consumers	First									DivA					DivA	1.3.2 F	RP	Consumers
3814	Application Performance Analytics Software for Government, Direct Sales - BG	These companies produce software used to perform analysis on network traffic. They sell this software directly to the government.	3A3	Information Products meant to command		3.3.2	C4iii		RP	In-house								C4ii	2.2.2	C2iii	C4ii 2.2.2 C2iii	2.3.1 C4iii (C2iii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Auxiliary	4.2.2 F	AP	Governments	First																	
3815	Application Performance Analytics Software for Government, sold through Distributors - PL	These companies produce software used to perform analysis on network traffic. They sell this software to government through equipment distributors.	3A3	Information Products meant to command		3.3.2	C4iii		RP	In-house	3.1.2 C4iii (C4ii)	Agent						C4ii	2.2.2	C2iii	C4ii 2.2.2 C2iii	2.3.1 C4iii (C2iii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Auxiliary	4.2.2 F	AP	Governments	First																	
3818	Third Party Home Furniture Warranty Plans - PL	These companies sell third party warranty plans to customers that purchase home furniture at their stores.	4B1	Financial Brokers		1.1.2	D3ii	(C4ii)	AP	In-house											  	1.1.2 D3ii (C4ii)	ItS	D3ii 4.1.2 B4i	D4iii 1.1.2 BdivA	2.3.2 B4i	Subject	DivA	Main	1.3.2 F	RP	Consumers	First	3.3.2 D3ii	RP	Businesses	Product	Parallel	First											
3819	Third Party Electronic Devices and Home Appliances Warranty Plans - PL	These companies sell third party warranty plans to customers that purchase computers and tablets at their stores.	4B1	Financial Brokers		1.1.2	D3ii	(C4ii)	AP	In-house											  	1.1.2 D3ii (C4ii)	ItS	D3ii 4.1.2 B4ii	D4iii 1.1.2 BdivA	2.3.2 B4ii	Subject	DivA	Main	1.3.2 F	RP	Consumers	First	3.3.2 D3ii	RP	Businesses	Product	Parallel	First											
3450	Construction of Facilities for Crude Oil Companies, with Subcontractors - PL	These companies build facilities for crude oil companies.	1B1.J	Building Real Estate Contractors for Diversified Customers		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E1ii	Product	2.2.2 E1ii	Main	2.2.2 E1ii	RP	Businesses	First																	
3451	Construction of Facilities for Natural Gas Companies, with Subcontractors - PL	These companies build facilities for natural gas companies.	1B1.F	Building Real Estate Contractors for producers of Energy for equipment or diversified resources		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.2.2 E4i	Product	2.2.2 E4i	Main	2.2.2 E4i	RP	Businesses	First								E4i 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3467	Door locksets sale and installation through real estate developers - PL	These companies sell and install door locksets on behalf of real estate developers	2A2	Equipment Distributer		3.1.2	B2ii		RP	In-house	2.2.2 A4ii	With Inventory			B2ii	1.3.2	B2iii	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3466	Door locksets sale and installation through a residential real estate developers  - PL	These companies sell and install door locksets on behalf of residential real estate developers	2A2	Equipment Distributer		3.1.2	B2ii		RP	In-house	2.2.2 A4ii	With Inventory			B2ii	1.3.2	B2iii	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3465	Door locksets sale and installation for consumers - PL	These companies sell and install door locksets for residential home owners	2A2	Equipment Distributer		3.1.2	B2ii		RP	In-house					B2ii	1.3.2	B2iii	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3464	Adhesives for Flooring Manufacture - PL	These companies make adhesives that are used in adhering flooring (carpet, linoleum tiles, etc.) to floors.	2A1	Equipment manufacturers		2.2.2	B2i		RP	In-house					B2i	1.3.2	B2ii	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3463	Fiberglass and spray foam insulation sale and installation through repair contractors - BG	These companies sell and install fiberglass or spray foam insulation on behalf of repair contractors 	2A2	Equipment Distributer		3.1.2	B2i		RP	In-house	2.3.2 A4ii	With Inventory			B2i	1.2.1	EdivA	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3462	Fiberglass and spray foam insulation sale and installation through real estate developers - BG	These companies sell and install fiberglass or spray foam insulation on behalf of real estate developers	2A2	Equipment Distributer		3.1.2	B2i		RP	In-house	2.2.2 A4ii	With Inventory			B2i	1.2.1	EdivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3461	Fiberglass and spray foam insulation sale and installation through a residential real estate developers - BG	These companies sell and install fiberglass or spray foam insulation on behalf of residential real estate developers.	2A2	Equipment Distributer		3.1.2	B2i		RP	In-house	2.2.2 A4ii	With Inventory			B2i	1.2.1	EdivA	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
